doc;page;line;year;match;prefix;gram;person;number;mood;tempus;auxiliar;g_kat;lemma;sem;status;rektion;object;obj_case;pr_obj;adverb;adverb_tmp;adverb_mod;adjunct;belebt;negation;conjunction;clause;context;phenomenon;comment;trans;translator;trans_anm
Letters;To Sigeweard;222;0;beon;;inf.;-;-;inf;prs;-;inf;bēon;;aux;;;;;;;;;;;;;\& God silf| him behet , þæt þurh his cyn sceolde eall| mannkynn #beon# gebletsod for his micclan geleafan \& for his| gehirsumnisse , þe he hæfde to Gode .;;;And God himself promised that through his offspring all humankind should be blessed for his great belief and for his obedience that he had toward God.;\cite{Hawk2015};
Letters;To Sigeweard;222;0;gebletsod;ge;inf.perf.bpass.;-;-;inf;perf;bēon;perf;bletsian;ideell;aspekt;;sub;nom;;;;;cynn;unbel;0;behātan;dassSatz;\& God silf| him behet , þæt þurh his cyn sceolde eall| mannkynn beon #gebletsod# for his micclan geleafan \& for his| gehirsumnisse , þe he hæfde to Gode .;;;And God himself promised that through his offspring all humankind should be blessed for his great belief and for his obedience that he had toward God.;\cite{Hawk2015};
Letters;To Sigeweard;224;0;wolde;;3.sg.ind.prt.;3;sg;ind;prt;-;prt;willan;;modalverb;;;;;;;;;;0;;;Abraham , þe #wolde# Isaac geoffrian be Godes hæse , hæfde| getacnunge þæs heofonlican Fæder , þe his| Sunu asende to cwale for us ,;;;Abraham, who desired to offer Isaac by God’s command, signified the heavenly father, who sent his son to die for us.;\cite{Hawk2015};bearb.
Letters;To Sigeweard;224;0;geoffrian;ge;inf.;-;-;inf;prs;-;inf;offrian;;aspekt;willan;sub;akk;;;;;npr.;bel;0;þe;relSatz;Abraham , þe wolde Isaac #geoffrian# be Godes hæse , hæfde| getacnunge þæs heofonlican Fæder , þe his| Sunu asende to cwale for us ,;;;Abraham, who desired to offer Isaac by God’s command, signified the heavenly father, who sent his son to die for us.;\cite{Hawk2015};bearb.
Letters;To Sigeweard;226;0;getacnode;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;tācnian;;q-hapax;;sub;akk;;;;;hǣlend;bel;0;;HS;\& Isaac #getacnode# þone Hælend| Crist , ðe acweald wæs for us .;;;And Isaac signified the Savior Christ, who was killed for us.;\cite{Hawk2015};
Letters;To Sigeweard;229;0;wuniende;0;prc.prs.act.n.sg.m.st.;-;sg;prc;prs;-;ger;wunian;;hidden;;;;;;;;;;;;;"Seo þridde yld wæs ða| #wuniende# oð Dauid , þone mæran| cyning Abrahames cynnes ; of ðam com Crist| siððan , þe eall mancynn alysde .";;;Then the third age remained until David the great king, of Abraham’s offspring, from whom afterward came Christ, who delivered all humankind.;\cite{Hawk2015};
Letters;To Sigeweard;230;0;com;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;cuman;motion;prc-only;;;;;;siþþan;;;;0;;HS;"Seo þridde yld wæs ða| wuniende oð Dauid , þone mæran| cyning Abrahames cynnes ; of ðam #com# Crist| siððan , þe eall mancynn alysde .";;;Then the third age remained until David the great king, of Abraham’s offspring, from whom afterward came Christ, who delivered all humankind.;\cite{Hawk2015};
Letters;To Sigeweard;232;0;com;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;cuman;motion;prc-only;;;;;;;;;;0;;HS;Of Cham , Noes suna , #com# þæt Chananeisce folc ,;;;From Ham, Noah’s son, came the Canaanite people.;\cite{Hawk2015};
Letters;To Sigeweard;233;0;wæs;;;-;-;-;-;-;-;wesan;;aux;;;;;;;;;;;;;\& of Iaphet ,| þam ginstan , þe #wæs# gebletsod þurh Noe ,| com þæt norðerne mennisc be þære Norðsæ , for þan þe| ðri dælas sind gedælede þurh hig ,;;;And from Japheth, the youngest, who was blessed through Noah, came the northern people by the North Sea, because three parts of the world are divided through them:;\cite{Hawk2015};
Letters;To Sigeweard;233;0;gebletsod;ge;3.sg.ind.pperf.pass.;3;sg;ind;pperf;wesan;perf;bletsian;ideell;aspekt;;prn;nom;;;;;npr.;bel;0;þe;relSatz;\& of Iaphet ,| þam ginstan , þe wæs #gebletsod# þurh Noe ,| com þæt norðerne mennisc be þære Norðsæ , for þan þe| ðri dælas sind gedælede þurh hig ,;;;And from Japheth, the youngest, who was blessed through Noah, came the northern people by the North Sea, because three parts of the world are divided through them:;\cite{Hawk2015};
Letters;To Sigeweard;234;0;com;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;cuman;motion;prc-only;;;;;;;;;;0;;HS;\& of Iaphet ,| þam ginstan , þe wæs gebletsod þurh Noe ,| #com# þæt norðerne mennisc be þære Norðsæ , for þan þe| ðri dælas sind gedælede þurh hig ,;;;And from Japheth, the youngest, who was blessed through Noah, came the northern people by the North Sea, because three parts of the world are divided through them:;\cite{Hawk2015};
Letters;To Sigeweard;235;0;sind;;3.pl.ind.prs.;3;pl;ind;prs;-;prs;wesan;;aux;;;;;;;;;;;;;\& of Iaphet ,| þam ginstan , þe wæs gebletsod þurh Noe ,| com þæt norðerne mennisc be þære Norðsæ , for þan þe| ðri dælas #sind# gedælede þurh hig ,;;;And from Japheth, the youngest, who was blessed through Noah, came the northern people by the North Sea, because three parts of the world are divided through them:;\cite{Hawk2015};
Letters;To Sigeweard;235;0;gedælede;ge;3.pl.ind.perf.pass.;3;pl;ind;perf;wesan;perf;dǣlan;zerteilen;tel;;sub;nom;;;;;dǣl;unbel;0;;kausSatz;\& of Iaphet ,| þam ginstan , þe wæs gebletsod þurh Noe ,| com þæt norðerne mennisc be þære Norðsæ , for þan þe| ðri dælas sind #gedælede# þurh hig ,;;;And from Japheth, the youngest, who was blessed through Noah, came the northern people by the North Sea, because three parts of the world are divided through them:;\cite{Hawk2015};
Letters;To Sigeweard;241;0;þicgenne;0;inf.dat.;-;-;inf;prs;-;inf;þiċġan;;?;;;;;;;;;;0;;HS;ac he forbead swa þeah blod to #þicgenne# .;;;But nevertheless he forbade them from taking blood.;\cite{Hawk2015};
Letters;To Sigeweard;242;0;gestrynde;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;strīenan;;reste;;;;;;;;;;0;;HS;Isaac þa #gestrynde# Esau \& Iacob , twegen getwisan on micelre| getacnunge .;;;Isaac then had Esau and Jacob, two twins of great significance,;\cite{Hawk2015};
Letters;To Sigeweard;244;0;gehaten;ge;3.sg.ind.pperf.pass.;3;sg;ind;pperf;wesan;perf;hātan;nennen;sem;;prn;nom;;;;;brōþer;bel;0;þe;relSatz;Ac se gingra broðor , þe Iacob wæs #gehaten# , wæs Gode leofre| for his godum þeawum , \& for his| bilewitnisse he wearð gebletsod .;;;but the younger brother, who was named Jacob, was beloved by God for his good customs, and he was blessed for his innocence.;\cite{Hawk2015};
Letters;To Sigeweard;246;0;wearð;;3.sg.ind.prt.;3;sg;ind;prt;-;prt;weorþan;;aux;;;;;;;;;;;;;Ac se gingra broðor , þe Iacob wæs gehaten , wæs Gode leofre| for his godum þeawum , \& for his| bilewitnisse he #wearð# gebletsod .;;;but the younger brother, who was named Jacob, was beloved by God for his good customs, and he was blessed for his innocence.;\cite{Hawk2015};
Letters;To Sigeweard;246;0;gebletsod;ge;3.sg.ind.pperf.vpass.;3;sg;ind;pperf;weorþan;perf;bletsian;ideell;aspekt;;prn;nom;;;;;hē;unbel;0;;HS;Ac se gingra broðor , þe Iacob wæs gehaten , wæs Gode leofre| for his godum þeawum , \& for his| bilewitnisse he wearð #gebletsod# .;;;but the younger brother, who was named Jacob, was beloved by God for his good customs, and he was blessed for his innocence.;\cite{Hawk2015};
Letters;To Sigeweard;247;0;gestrynde;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;strīenan;;reste;;;;;;;;;;0;;HS;"Se #gestrynde# twelf suna ; þa syndon heahfæderas , namcuðe| weras .";;;He had twelve sons, who were the patriarchs, famous men.;\cite{Hawk2015};
Letters;To Sigeweard;249;0;wearð;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;weorþan;geschehen;sem;;sub;nom;;;;;hunger;unbel;0;;HS;\& #wearð# þa micel hunger seofon gear on an , \& hig siþodon| ealle to Egipta lande , þær hi bigleofan| fundon .;;;And there was a great famine for seven years altogether, and they all journeyed to the land of Egypt, where they found food.;\cite{Hawk2015};
Letters;To Sigeweard;251;0;fundon;0;3.pl.ind.prt.;3;pl;ind;prt;-;prt;findan;;unpräf;;;;;;;;;;0;þǣr;indFrag;\& wearð þa micel hunger seofon gear on an , \& hig siþodon| ealle to Egipta lande , þær hi bigleofan| #fundon# .;;;And there was a great famine for seven years altogether, and they all journeyed to the land of Egypt, where they found food.;\cite{Hawk2015};
Letters;To Sigeweard;252;0;gehaten;ge;3.sg.ind.pperf.pass.;3;sg;ind;pperf;wesan;perf;hātan;nennen;sem;;sub;nom;;;;;sunu;bel;0;0;app;His ginsta sunu buton anum , wæs Ioseph #gehaten# , wearð| ðær hlaford on Egipta lande under þam| cininge , him swiðe gecweme ,;;;His [Jacob’s] youngest son (except for one) was named Joseph, who in the land of Egypt was a lord under the king, who was greatly pleased with him.;\cite{Hawk2015};
Letters;To Sigeweard;252;0;wearð;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;weorþan;werden;sem;;sub;nom;;;;;hlāford;bel;0;;HS;His ginsta sunu buton anum , wæs Ioseph gehaten , #wearð#| ðær hlaford on Egipta lande under þam| cininge , him swiðe gecweme ,;;;His [Jacob’s] youngest son (except for one) was named Joseph, who in the land of Egypt was a lord under the king, who was greatly pleased with him.;\cite{Hawk2015};
Letters;To Sigeweard;254;0;heold;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;healdan;aestimare;sem;;sub;akk;;;;;fæder;unbel;0;;HS;"\& he #heold# his fæder on fullum| wurðscipe þær mid eallum his broðrum \& heora| bearnum samod ;";;;And there he held his father in full honor with all his brothers and their children together.;\cite{Hawk2015};
Letters;To Sigeweard;256;0;leofode;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;lifian;;keep;;;;;;;;;;0;;HS;\& se Ioseph #leofode# on þam lande mærlice| hundteontig geara \& tin to eacan , \& seo boc| Genesis geendað þus her .;;;And Joseph lived in the land joyfully for one-hundred-ten years. And the book of Genesis thus ends here.;\cite{Hawk2015};
Letters;To Sigeweard;258;0;geendað;ge;3.sg.ind.prs.;3;sg;ind;prs;-;prs;endian;faktitiv;q-hapax;;;;;;;;;;0;;HS;\& se Ioseph leofode on þam lande mærlice| hundteontig geara \& tin to eacan , \& seo boc| Genesis #geendað# þus her .;;;And Joseph lived in the land joyfully for one-hundred-ten years. And the book of Genesis thus ends here.;\cite{Hawk2015};
Letters;To Sigeweard;259;0;ys;;3.sg.ind.prs.;3;sg;ind;prs;-;prs;wesan;;aux;;;;;;;;;;;;;Seo oþer boc #ys# Exodus gehaten , þe Moyses awrat be þam| miclum tacnum \& be þam tyn witum , þe wurdon| þa gefremode ofer Pharao þone cining \& ofer his folce þurh| ðone ælmihtigan God on Moises timan .;;;The second book is named Exodus, which Moses wrote, about the great signs and the ten plagues that were done to Pharaoh the king and to his people by the almighty God, in the time of Moses.;\cite{Hawk2015};
Letters;To Sigeweard;259;0;gehaten;ge;3.sg.ind.perf.pass.;3;sg;ind;perf;wesan;perf;hātan;nennen;sem;;sub;nom;;;;;bōc;unbel;0;;HS;Seo oþer boc ys Exodus #gehaten# , þe Moyses awrat be þam| miclum tacnum \& be þam tyn witum , þe wurdon| þa gefremode ofer Pharao þone cining \& ofer his folce þurh| ðone ælmihtigan God on Moises timan .;;;The second book is named Exodus, which Moses wrote, about the great signs and the ten plagues that were done to Pharaoh the king and to his people by the almighty God, in the time of Moses.;\cite{Hawk2015};
Letters;To Sigeweard;259;0;awrat;ā;3.sg.ind.prt.;3;sg;ind;prt;-;prt;āwrītan;;unpräf;;;;;;;;;;0;;;Seo oþer boc ys Exodus gehaten , þe Moyses #awrat# be þam| miclum tacnum \& be þam tyn witum , þe wurdon| þa gefremode ofer Pharao þone cining \& ofer his folce þurh| ðone ælmihtigan God on Moises timan .;;;The second book is named Exodus, which Moses wrote, about the great signs and the ten plagues that were done to Pharaoh the king and to his people by the almighty God, in the time of Moses.;\cite{Hawk2015};
Letters;To Sigeweard;260;0;wurdon;;3.pl.ind.prt.;3;pl;ind;prt;-;prt;weorþan;;aux;;;;;;;;;;;;;Seo oþer boc ys Exodus gehaten , þe Moyses awrat be þam| miclum tacnum \& be þam tyn witum , þe #wurdon#| þa gefremode ofer Pharao þone cining \& ofer his folce þurh| ðone ælmihtigan God on Moises timan .;;;The second book is named Exodus, which Moses wrote, about the great signs and the ten plagues that were done to Pharaoh the king and to his people by the almighty God, in the time of Moses.;\cite{Hawk2015};
Letters;To Sigeweard;261;0;gefremode;ge;3.pl.ind.pperf.vpass.;3;pl;ind;pperf;weorþan;perf;fremman;;sem;;;;;;;;;;0;;relSatz;Seo oþer boc ys Exodus gehaten , þe Moyses awrat be þam| miclum tacnum \& be þam tyn witum , þe wurdon| þa #gefremode# ofer Pharao þone cining \& ofer his folce þurh| ðone ælmihtigan God on Moises timan .;;;The second book is named Exodus, which Moses wrote, about the great signs and the ten plagues that were done to Pharaoh the king and to his people by the almighty God, in the time of Moses.;\cite{Hawk2015};
Letters;To Sigeweard;263;0;wearð;;3.sg.ind.prt.;3;sg;ind;prt;-;prt;weorþan;;aux;;;;;;;;;;;;;Se #wearð# acenned , swa swa us kyð þeos boc , \& his broðer| Aaron , Amrames| sunu , on Pharaones dæge ,| Gode swiþe dyre , swiðe mihtige menn on manegum wundrum .;;;He was born, just as this book makes known to us, and his brother Aaron, the son of Amram, in Pharaoh’s day, very dear to God, men very mighty in many wonders.;\cite{Hawk2015};
Letters;To Sigeweard;263;0;acenned;ā;3.sg.ind.pperf.vpass.;3;sg;ind;pperf;weorþan;perf;ācennan;;hidden;;;;;;;;;;;;;Se wearð #acenned# , swa swa us kyð þeos boc , \& his broðer| Aaron , Amrames| sunu , on Pharaones dæge ,| Gode swiþe dyre , swiðe mihtige menn on manegum wundrum .;;;He was born, just as this book makes known to us, and his brother Aaron, the son of Amram, in Pharaoh’s day, very dear to God, men very mighty in many wonders.;\cite{Hawk2015};
Letters;To Sigeweard;263;0;kyð;0;3.sg.ind.prs.;3;sg;ind;prs;-;prs;cȳþan;;modal;;0;;dat;;;swā;;;0;swā;indFrag;Se wearð acenned , swa swa us #kyð# þeos boc , \& his broðer| Aaron , Amrames| sunu , on Pharaones dæge ,| Gode swiþe dyre , swiðe mihtige menn on manegum wundrum .;;;He was born, just as this book makes known to us, and his brother Aaron, the son of Amram, in Pharaoh’s day, very dear to God, men very mighty in many wonders.;\cite{Hawk2015};
Letters;To Sigeweard;267;0;wolde;;3.sg.ind.prt.;3;sg;ind;prt;-;prt;willan;;modalverb;;;;;;;;;;0;;;ða #wolde# God habban þæt folc of ðam lande Abrahames cynnes| eft to heora earde .;;;Then God desired to have from that land those people, Abraham’s offspring, again in their land,;\cite{Hawk2015};
Letters;To Sigeweard;269;0;nolde;;3.sg.ind.prt.;3;sg;ind;prt;-;prt;willan;;modalverb;;;;;;;;;;ne;;;Ac se Pharao #nolde# þæt folc fram him lætan , ær þan þe| God him sende swiðlice ogan tyn cinna wita| for his teonræddenne .;;;but the Pharaoh did not desire to let those people go from him, until God sent to him ten kinds of very terrible torments for his injuries.;\cite{Hawk2015};
Letters;To Sigeweard;272;0;gelædde;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;lǣdan;anführen;aspekt;;sub;akk;of+;;siþþan;;cynn;unbel;0;;HS;\& Moises þa siððan þæt manncinn #gelædde# of Pharaones| ðeowte æfter feowerhund gearum , siþþan Iacob| þider com mid þam Ebreiscan kinne .;;;And afterward, Moses let the people out of the Pharaoh’s slavery, which was four-hundred years since Jacob came there with the Hebrew people.;\cite{Hawk2015};bearb.
Letters;To Sigeweard;274;0;com;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;cuman;motion;prc-only;;;;;;siþþan;;;;0;;HS;\& Moises þa siððan þæt manncinn gelædde of Pharaones| ðeowte æfter feowerhund gearum , siþþan Iacob| þider #com# mid þam Ebreiscan kinne .;;;And afterward, Moses let the people out of the Pharaoh’s slavery, which was four-hundred years since Jacob came there with the Hebrew people.;\cite{Hawk2015};bearb.
Letters;To Sigeweard;277;0;næs;;3.sg.ind.prt.;3;sg;ind;prt;-;prt;wesan;;aux;;;;;;;;;;ne;;;On þære fyrde wæron , þe ferdon fram Egipte , sixhund| þusend manna butan wifum \& cildum , \& butan þære| mægðe Leui , þe #næs# genamod þærto ․| Moyses hig lædde þa þurh Godes mihte ealle ofer ða Readan| Sæ , swa swa we rædað on bocum :;;;In that army, which journeyed from Egypt, were six-hundred-thousand men besides wives and children, except the tribe of Levi, which was not named there. Then through God’s strength Moses led them all over the Red Sea, just as we read in the books.;\cite{Hawk2015};
Letters;To Sigeweard;277;0;genamod;ge;3.sg.ind.pperf.pass.;3;sg;ind;pperf;wesan;perf;namian;;prc-only;;;;;;;;;;ne;;relSatz;On þære fyrde wæron , þe ferdon fram Egipte , sixhund| þusend manna butan wifum \& cildum , \& butan þære| mægðe Leui , þe næs #genamod# þærto ․| Moyses hig lædde þa þurh Godes mihte ealle ofer ða Readan| Sæ , swa swa we rædað on bocum :;;;In that army, which journeyed from Egypt, were six-hundred-thousand men besides wives and children, except the tribe of Levi, which was not named there. Then through God’s strength Moses led them all over the Red Sea, just as we read in the books.;\cite{Hawk2015};
Letters;To Sigeweard;278;0;lædde;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;lǣdan;anführen;aspekt;;prn;;ofer+;;;;hīe;bel;0;;HS;On þære fyrde wæron , þe ferdon fram Egipte , sixhund| þusend manna butan wifum \& cildum , \& butan þære| mægðe Leui , þe næs genamod þærto ․| Moyses hig #lædde# þa þurh Godes mihte ealle ofer ða Readan| Sæ , swa swa we rædað on bocum :;;;In that army, which journeyed from Egypt, were six-hundred-thousand men besides wives and children, except the tribe of Levi, which was not named there. Then through God’s strength Moses led them all over the Red Sea, just as we read in the books.;\cite{Hawk2015};
Letters;To Sigeweard;279;0;rædað;0;1.pl.ind.prs.;1;pl;ind;prs;-;prs;rǣdan;kognitiv;sem;;:;;;;;swā;;;0;swā;indFrag;On þære fyrde wæron , þe ferdon fram Egipte , sixhund| þusend manna butan wifum \& cildum , \& butan þære| mægðe Leui , þe næs genamod þærto ․| Moyses hig lædde þa þurh Godes mihte ealle ofer ða Readan| Sæ , swa swa we #rædað# on bocum :;;;In that army, which journeyed from Egypt, were six-hundred-thousand men besides wives and children, except the tribe of Levi, which was not named there. Then through God’s strength Moses led them all over the Red Sea, just as we read in the books.;\cite{Hawk2015};
Letters;To Sigeweard;280;0;wolde;;3.sg.ind.prt.;3;sg;ind;prt;-;prt;willan;;modalverb;;;;;;;;;;0;;;\& Pharao| se kyning ferde him æthindan on git mid maran fyrde , #wolde#| þæt folc habban ongean to his lande to his| laðum þeowte .;;;"And Pharaoh the king still followed behind them, with a greater army; he desired to have that people again in his land in his loathsome slavery.";\cite{Hawk2015};
Letters;To Sigeweard;283;0;geopenode;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;openian;faktitiv;q-hapax;;;;;;;;;;0;;HS;þa #geopenode# seo sæ togeanes Moysen \& þæt wæter him stod| swilce stanweallas bufan heora heafdum , \&| hi eodon be þam grundum , oð þæt hi up comon ealle gesunde ,| heriende mid sange þone heofenlican God .;;;Then the sea opened in front of Moses and the water stood around them as stone walls above their heads, and they went on the ground until they all came up safely, praising the heavenly God with song.;\cite{Hawk2015};
Letters;To Sigeweard;283;0;stod;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;standan;;sem;;;;;;;;;;0;;HS;þa geopenode seo sæ togeanes Moysen \& þæt wæter him #stod#| swilce stanweallas bufan heora heafdum , \&| hi eodon be þam grundum , oð þæt hi up comon ealle gesunde ,| heriende mid sange þone heofenlican God .;;;Then the sea opened in front of Moses and the water stood around them as stone walls above their heads, and they went on the ground until they all came up safely, praising the heavenly God with song.;\cite{Hawk2015};
Letters;To Sigeweard;285;0;eodon;0;3.pl.ind.prt.;3;pl;ind;prt;-;prt;gān;motion;gram;;;;;;;;;;0;;HS;þa geopenode seo sæ togeanes Moysen \& þæt wæter him stod| swilce stanweallas bufan heora heafdum , \&| hi #eodon# be þam grundum , oð þæt hi up comon ealle gesunde ,| heriende mid sange þone heofenlican God .;;;Then the sea opened in front of Moses and the water stood around them as stone walls above their heads, and they went on the ground until they all came up safely, praising the heavenly God with song.;\cite{Hawk2015};
Letters;To Sigeweard;285;0;comon;0;3.pl.ind.prt.;3;pl;ind;prt;-;prt;cuman;motion;prc-only;;;;;;;;;;0;ōþ;tempSatz;þa geopenode seo sæ togeanes Moysen \& þæt wæter him stod| swilce stanweallas bufan heora heafdum , \&| hi eodon be þam grundum , oð þæt hi up #comon# ealle gesunde ,| heriende mid sange þone heofenlican God .;;;Then the sea opened in front of Moses and the water stood around them as stone walls above their heads, and they went on the ground until they all came up safely, praising the heavenly God with song.;\cite{Hawk2015};
Letters;To Sigeweard;286;0;heriende;0;prc.prs.act.n.pl.m.st.;-;pl;prc;prs;-;ger;herian;;prc-only;;;;;;;;;;0;;HS;þa geopenode seo sæ togeanes Moysen \& þæt wæter him stod| swilce stanweallas bufan heora heafdum , \&| hi eodon be þam grundum , oð þæt hi up comon ealle gesunde ,| #heriende# mid sange þone heofenlican God .;;;Then the sea opened in front of Moses and the water stood around them as stone walls above their heads, and they went on the ground until they all came up safely, praising the heavenly God with song.;\cite{Hawk2015};
Letters;To Sigeweard;287;0;sloh;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;slēan;schlagen;reste;;sub;akk;;;;;sǣ;unbel;0;;HS;Moyses þa #sloh# þa sæ mid his girde \& þæt wæter þa feoll| ofer Pharaones fyrde ofer his menifealdum| crætum \& his mærlicum riddum \& adrencte hi ealle , þæt þær| an mann ne belaf .;;;Moses then struck the sea with his staff, and then the water fell over Pharaoh’s army, over his many chariots and great riders, and it drowned them all, so that not one man survived there.;\cite{Hawk2015};
Letters;To Sigeweard;287;0;feoll;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;feallan;;sem;;;;;;;;;;0;;HS;Moyses þa sloh þa sæ mid his girde \& þæt wæter þa #feoll#| ofer Pharaones fyrde ofer his menifealdum| crætum \& his mærlicum riddum \& adrencte hi ealle , þæt þær| an mann ne belaf .;;;Moses then struck the sea with his staff, and then the water fell over Pharaoh’s army, over his many chariots and great riders, and it drowned them all, so that not one man survived there.;\cite{Hawk2015};
Letters;To Sigeweard;291;0;segð;0;3.sg.ind.prs.;3;sg;ind;prs;-;prs;seċġan;inhalt;gram;;dassSatz;;dat;;nū;;;;0;;HS;Nu #segð# us seo boc , þæt God siððan afedde ealne þone| here mid heofonlicum mete , \& him ælce dæg com| edniwe of heofenum feowertig wintra fyrst on þam westene| farende , \& of heardum stane him com| yrnende wæter ,;;;Now the book tells us that God afterward fed the entire army with heavenly food, and each day for forty winters he came down from heaven during the journey in the wilderness, and from hard stone came running water for them.;\cite{Hawk2015};
Letters;To Sigeweard;292;0;com;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;cuman;motion;prc-only;;;;;;ǣlċ;;;;0;;HS;Nu segð us seo boc , þæt God siððan afedde ealne þone| here mid heofonlicum mete , \& him ælce dæg #com#| edniwe of heofenum feowertig wintra fyrst on þam westene| farende , \& of heardum stane him com| yrnende wæter ,;;;Now the book tells us that God afterward fed the entire army with heavenly food, and each day for forty winters he came down from heaven during the journey in the wilderness, and from hard stone came running water for them.;\cite{Hawk2015};
Letters;To Sigeweard;294;0;farende;0;prc.prs.act.n.sg.m.st.;-;sg;prc;prs;-;ger;faran;motion;gram;;;;;;;;;;0;;HS;Nu segð us seo boc , þæt God siððan afedde ealne þone| here mid heofonlicum mete , \& him ælce dæg com| edniwe of heofenum feowertig wintra fyrst on þam westene| #farende# , \& of heardum stane him com| yrnende wæter ,;;;Now the book tells us that God afterward fed the entire army with heavenly food, and each day for forty winters he came down from heaven during the journey in the wilderness, and from hard stone came running water for them.;\cite{Hawk2015};
Letters;To Sigeweard;294;0;com;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;cuman;motion;prc-only;;;;;;;;;;0;;HS;Nu segð us seo boc , þæt God siððan afedde ealne þone| here mid heofonlicum mete , \& him ælce dæg com| edniwe of heofenum feowertig wintra fyrst on þam westene| farende , \& of heardum stane him #com#| yrnende wæter ,;;;Now the book tells us that God afterward fed the entire army with heavenly food, and each day for forty winters he came down from heaven during the journey in the wilderness, and from hard stone came running water for them.;\cite{Hawk2015};
Letters;To Sigeweard;295;0;sette;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;settan;festsetzen;aspekt;;sub;akk;on+d;;;;ǣ;unbel;0;;HS;\& God him #sette# æ , þæt ys open lagu , þam| folce to steore on þam fif bocum , þe Moyses| awrat , swa swa him gewissode God .;;;And God gave them the law, that is an open law as rules for the people, in the five books that Moses wrote, just as God directed him.;\cite{Hawk2015};bearb.
Letters;To Sigeweard;297;0;awrat;ā;3.sg.ind.prt.;3;sg;ind;prt;-;prt;āwrītan;;unpräf;;;;;;;;;;0;;;\& God him sette æ , þæt ys open lagu , þam| folce to steore on þam fif bocum , þe Moyses| #awrat# , swa swa him gewissode God .;;;And God gave them the law, that is an open law as rules for the people, in the five books that Moses wrote, just as God directed him.;\cite{Hawk2015};bearb.
Letters;To Sigeweard;297;0;gewissode;ge;3.sg.ind.prt.;3;sg;ind;prt;-;prt;wissian;unterweisen;gram;;prn;dat;;;;swā;him;bel;0;swā;indFrag;\& God him sette æ , þæt ys open lagu , þam| folce to steore on þam fif bocum , þe Moyses| awrat , swa swa him #gewissode# God .;;;And God gave them the law, that is an open law as rules for the people, in the five books that Moses wrote, just as God directed him.;\cite{Hawk2015};bearb.
Letters;To Sigeweard;300;0;ys;;3.sg.ind.prs.;3;sg;ind;prs;-;prs;wesan;;aux;;;;;;;;;;;;;"Leuiticus is seo þridde , Numerus| feorðe ; seo fifte #ys# gehaten| Deuteronomium , þæt ys oþer lagu .";;;Leviticus is the third, Numbers the fourth, the fifth is named Deuteronomy, that is ‘the second law.’;\cite{Hawk2015};
Letters;To Sigeweard;300;0;gehaten;ge;3.sg.ind.perf.pass.;3;sg;ind;perf;wesan;perf;hātan;nennen;sem;;prn;nom;;;;;sēo;unbel;0;;HS;"Leuiticus is seo þridde , Numerus| feorðe ; seo fifte ys #gehaten#| Deuteronomium , þæt ys oþer lagu .";;;Leviticus is the third, Numbers the fourth, the fifth is named Deuteronomy, that is ‘the second law.’;\cite{Hawk2015};
Letters;To Sigeweard;302;0;secgað;0;3.pl.ind.prs.;3;pl;ind;prs;-;prs;seċġan;inhalt;gram;;indFrag;;dat;;;;hū…;;0;;HS;"ðas ðreo bec us #secgað# hu hig siþþan ferdon ofer þæt| widgille westen þær þær nan mann ne wunode ær ,| \& be þam miclum wundrum , þe God worhte on him binnan þam| feowertigum gearum on ealre þare racu ;";;;These three books tell us how afterward they went over that wide wilderness, there where no man had lived before, and about the great wonders that God worked for them for forty years through the entire narrative.;\cite{Hawk2015};
Letters;To Sigeweard;303;0;wunode;0;3.sg.ind.prt.;3;sg;ind;prt;-;prt;wunian;;hidden;;;;;;;;;;;;;"ðas ðreo bec us secgað hu hig siþþan ferdon ofer þæt| widgille westen þær þær nan mann ne #wunode# ær ,| \& be þam miclum wundrum , þe God worhte on him binnan þam| feowertigum gearum on ealre þare racu ;";;;These three books tell us how afterward they went over that wide wilderness, there where no man had lived before, and about the great wonders that God worked for them for forty years through the entire narrative.;\cite{Hawk2015};
